run_id,source,method,seed,scenario,status,task_id,learned_classes,overall_accuracy,old_accuracy,new_accuracy,bus_accuracy,train_accuracy,wolf_accuracy,mean_old_logits,mean_new_logits,logit_gap,training_seconds,peak_gpu_memory_mb,trainable_parameters
diag_D3_seed1993_20260716T131951,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131951.json,D3,1993,legacy_head_diagnostic,complete,2,12,62.00000047683716,59.090908142653376,93.99999976158142,7.999999821186066,93.99999976158142,,-9.213747024536133,4.974064350128174,14.187811374664307,0.26467979999870295,85.1884765625,49164
diag_D3_seed1993_20260716T131951,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131951.json,D3,1993,legacy_head_diagnostic,complete,3,12,59.25000309944153,56.090908023444086,93.99999976158142,7.999999821186066,93.99999976158142,,-8.883831977844238,5.162071228027344,14.045903205871582,0.26467979999870295,85.1884765625,49164
diag_D3_seed1993_20260716T131951,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131951.json,D3,1993,legacy_head_diagnostic,complete,4,12,62.99999952316284,60.09090820496733,94.9999988079071,7.000000029802322,94.9999988079071,,-8.473159790039062,4.882665157318115,13.355824947357178,0.26467979999870295,85.1884765625,49164
diag_D3_seed1993_20260716T131951,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131951.json,D3,1993,legacy_head_diagnostic,complete,5,12,61.666667461395264,58.72727063569155,93.99999976158142,9.999999403953552,93.99999976158142,,-8.699979782104492,4.833520889282227,13.533500671386719,0.26467979999870295,85.1884765625,49164
diag_D3_seed1993_20260716T132126,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T132126.json,D3,1993,legacy_head_diagnostic,complete,0,12,49.83333349227905,45.36363482475281,98.99999499320984,0.0,98.99999499320984,,-9.746423721313477,7.193029880523682,16.939453601837158,0.29910770000424236,85.1884765625,49164
diag_D3_seed1993_20260716T132126,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T132126.json,D3,1993,legacy_head_diagnostic,complete,1,12,66.00000262260437,63.63636160438711,91.99999570846558,20.999999344348907,91.99999570846558,,-9.468576431274414,4.466871738433838,13.935448169708252,0.29910770000424236,85.1884765625,49164
diag_D3_seed1993_20260716T132126,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T132126.json,D3,1993,legacy_head_diagnostic,complete,2,12,62.00000047683716,59.090908142653376,93.99999976158142,7.999999821186066,93.99999976158142,,-9.213747024536133,4.974064350128174,14.187811374664307,0.29910770000424236,85.1884765625,49164
diag_D3_seed1993_20260716T132126,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T132126.json,D3,1993,legacy_head_diagnostic,complete,3,12,59.25000309944153,56.090908023444086,93.99999976158142,7.999999821186066,93.99999976158142,,-8.883831977844238,5.162071228027344,14.045903205871582,0.29910770000424236,85.1884765625,49164
diag_D3_seed1993_20260716T132126,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T132126.json,D3,1993,legacy_head_diagnostic,complete,4,12,62.99999952316284,60.09090820496733,94.9999988079071,7.000000029802322,94.9999988079071,,-8.473159790039062,4.882665157318115,13.355824947357178,0.29910770000424236,85.1884765625,49164
diag_D3_seed1993_20260716T132126,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T132126.json,D3,1993,legacy_head_diagnostic,complete,5,12,61.666667461395264,58.72727063569155,93.99999976158142,9.999999403953552,93.99999976158142,,-8.699979782104492,4.833520889282227,13.533500671386719,0.29910770000424236,85.1884765625,49164
